Medicine_ID,Medicine_Name,Batch_ID,Category,Purchase_Date,Expiry_Date,Stock_Quantity,Unit_Price,Total_Value,Daily_Sales,Weekly_Sales,Monthly_Sales,Sales_Velocity,Reorder_Level,Last_Restock_Date,Days_To_Expiry,Shelf_Life_Months,Supplier_ID,Storage_Condition,Risk_Level
MED_3787,Medicine_259,BATCH_919,Capsules ,2023-02-08,2024-11-21,4979.0,388.35,206640.13,39.0,273,1170,35.55,93,2023-11-01,55,27,SUP_224,cool,High Risk
MED_7895,Medicine_177,BATCH_424,Drops,2023-06-05,2024-06-06,1637.0,196.69,756191.39,24.0,168,720,34.53,212,2023-11-14,68,16,SUP_145,room temp,low
MED_9320,Medicine_915,BATCH_448,Powders,2023-11-15,2024-10-18,1044.0,117.7,312664.28,62.0,434,1860,4.54,152,2023-11-26,263,8,SUP_895,Room Temp,1
MED_7135,Medicine_580,BATCH_811,Syrups ,2023-01-02,2024-05-11,2716.0,271.64,1092397.94,,175,750,30.93,126,2023-03-28,64,33,SUP_856,Room Temp,
MED_7660,Medicine_543,BATCH_281,Ointments,2023-03-14,2024-05-14,3269.0,TBD,457629.56,,182,780,2.55,136,2023-10-18,318,18,SUP_779,Cool Dry,YES
MED_9054,Medicine_210,BATCH_187,Tablets ,2023-08-28,2024-02-09,1766.0,200.72,851426.08,23.0,161,690,0.75,338,2023-01-14,345,32,SUP_999,Ref,low
MED_3593,Medicine_497,BATCH_216,injections,2023-06-15,2024-03-27,2248.0,242.24,467785.11,,245,1050,31.18,301,2023-03-12,291,24,SUP_973,cool,low risk
MED_8975,Medicine_937,BATCH_945,Lotions,2023-06-28,2024-11-26,,261.55,463103.23,37.0,259,1110,,434,2023-08-10,60,12,SUP_472,Cool Dry,Low Risk
MED_5499,Medicine_550,BATCH_179,Sprays,2023-09-16,2024-11-08,2271.0,124.9,396437.78,98.0,686,2940,44.65,91,2023-03-05,118,18,SUP_810,Cool Dry,YES
MED_7070,Medicine_237,BATCH_315,Capsules ,2023-04-24,2024-04-04,330.0,92.95,118534.44,84.0,588,2520,9.83,142,2023-03-02,283,26,SUP_790,Room Temp,Medium Risk
MED_8285,Medicine_344,BATCH_859,Inhalers,2023-02-22,2024-09-27,903.0,350.23,89897.6,6.0,42,180,39.46,100,2023-06-22,83,16,SUP_670,,1
MED_1090,Medicine_868,BATCH_981,Injections,2023-07-08,2024-03-21,3145.0,391.43,368695.13,63.0,441,1890,40.21,406,2023-09-15,25,23,SUP_355,,Low Risk
MED_3759,Medicine_708,BATCH_227,Ointments,2023-11-18,2024-04-27,4894.0,413.54,1253284.59,17.0,119,510,,91,2023-11-18,251,14,SUP_768,Refrigerated ,High Risk
MED_5412,Medicine_489,BATCH_809,INJ,2023-09-17,2024-02-18,1387.0,363.05,222868.21,9999.0,7,30,41.48,458,2023-06-20,272,14,SUP_226,Room Temp,1
MED_6450,Medicine_957,BATCH_788,Tablets ,2023-11-20,2024-12-01,2273.0,449.89,211194.97,24.0,168,720,49.31,419,2023-06-17,7,36,SUP_780,room temp,low
MED_4605,Medicine_893,BATCH_933,Tablets,2023-10-03,2024-10-12,3977.0,480.37,1311038.11,32.0,224,960,39.97,141,2023-07-26,251,33,SUP_233,Cool Dry,high risk
MED_3852,Medicine_912,BATCH_470,Powders,2023-05-10,2024-03-23,4505.0,69.47,488704.12,69.0,483,2070,6.94,454,2023-08-01,184,23,SUP_686,Refrigerated,1
MED_7724,Medicine_209,BATCH_209,Inhalers,2023-07-14,2024-02-25,3171.0,162.19,718419.9,52.0,364,1560,15.66,385,2023-10-23,301,7,SUP_634,cool,1
MED_5923,Medicine_828,BATCH_114,Syrups,2023-04-08,2024-06-04,4277.0,372.31,506081.56,87.0,609,2610,17.08,371,2023-11-23,148,35,SUP_495,Ref,1
MED_6022,Medicine_367,BATCH_146,Lotions,2023-05-12,2024-05-21,3987.0,271.02,1636138.13,3.0,21,90,24.08,376,2023-09-06,207,12,SUP_430,Cool Dry,Low Risk
MED_2994,Medicine_326,BATCH_124,Capsules,2023-01-06,2024-12-09,3808.0,N/A,1204790.23,43.0,301,1290,21.16,382,2023-06-17,358,31,SUP_596,Refrigerated,high
MED_2328,Medicine_184,BATCH_804,Inhalers,2023-01-03,2024-06-06,198.0,245.58,80117.32,92.0,644,2760,21.95,325,2023-11-12,29,31,SUP_745,Ref,1
MED_8303,Medicine_878,BATCH_521,Capsules,2023-01-24,2024-07-04,4104.0,410.57,1926831.44,16.0,112,480,39.91,471,2023-12-07,190,6,SUP_627,Ref,
MED_6384,Medicine_894,BATCH_400,Tablets ,2023-01-17,2024-12-03,666.0,395.01,22084.52,77.0,539,2310,47.76,156,2023-02-02,284,11,SUP_549,Ref,1
MED_9215,Medicine_373,BATCH_620,Capsules ,2023-05-17,2024-11-15,3310.0,204.1,1603330.53,17.0,119,510,27.96,201,2023-10-20,45,21,SUP_983,room temp,High Risk
MED_3841,Medicine_586,BATCH_242,Inhalers,2023-07-18,2024-04-22,3326.0,282.16,1407664.84,48.0,336,1440,18.01,263,2023-03-10,343,10,SUP_237,Room Temp,Low Risk
MED_1688,Medicine_695,BATCH_902,,2023-02-13,2024-04-01,,347.32,194324.02,74.0,518,2220,High,177,2023-03-16,46,27,SUP_733,Refrigerated,NO
MED_8089,Medicine_761,BATCH_693,Lotions,2023-10-13,2024-07-22,487.0,85.55,141833.65,47.0,329,1410,46.36,473,2023-04-18,345,12,SUP_838,room temp,high
MED_5438,Medicine_730,BATCH_568,Injections,2023-11-26,2024-06-18,4406.0,320.71,1550077.03,14.0,98,420,3.22,322,2023-04-14,332,34,SUP_630,Cool Dry,0
MED_6851,Medicine_626,BATCH_664,Sprays,2023-08-25,2024-09-08,1728.0,177.17,509357.49,49.0,343,1470,33.63,259,2023-08-21,268,9,SUP_314,cool,0
MED_2744,Medicine_365,BATCH_158,injections,2023-01-17,2024-12-20,1326.0,146.4,257923.43,94.0,658,2820,9.06,338,2023-05-03,277,11,SUP_973,room temp,High 
MED_7026,Medicine_311,BATCH_292,Capsules,2023-12-11,2024-08-01,3927.0,,348888.13,34.0,238,1020,44.44,380,2023-11-23,293,16,,room temp,0
MED_8622,Medicine_909,BATCH_120,Inhalers,2023-12-22,,3031.0,190.41,1398026.77,20.0,140,600,21.55,466,2023-04-02,231,31,SUP_774,room temp,1
MED_2454,Medicine_965,BATCH_174,Injections,2023-05-01,2024-08-05,2218.0,480.43,369280.44,80.0,560,2400,18.91,450,2023-07-26,231,33,SUP_687,,YES
MED_4424,Medicine_181,BATCH_580,Syrups ,2023-05-12,2024-08-01,4713.0,277.47,284349.66,87.0,609,2610,40.93,469,2023-02-25,334,12,SUP_950,Cool Dry,low risk
Unknown,Medicine_433,BATCH_104,Drops,2023-08-07,2024-12-25,2625.0,,581560.82,24.0,168,720,36.14,398,2023-03-27,103,27,SUP_660,,Medium Risk
MED_4844,Medicine_726,BATCH_290,,2023-07-22,2024-03-09,2300.0,257.14,1087748.04,80.0,560,2400,32.94,420,2023-10-07,299,9,SUP_276,room temp,Medium Risk
MED_4507,Medicine_785,BATCH_365,Tab ,2023-08-28,2024-07-17,2443.0,416.97,135088.66,91.0,637,2730,45.08,225,2023-05-06,101,17,SUP_529,room temp,1
MED_2230,Medicine_304,BATCH_170,INJ,2023-06-09,2024-05-05,4211.0,35.07,1883799.18,65.0,455,1950,26.09,230,2023-04-13,221,30,SUP_409,Refrigerated,1
MED_6744,Medicine_868,BATCH_126,Tablets ,2023-06-13,2024-12-10,4422.0,276.04,1453732.7,61.0,427,1830,16.0,55,2023-02-01,287,34,SUP_757,cool,0
MED_6295,Medicine_367,BATCH_791,Tablets ,2023-07-02,2024-09-25,4157.0,211.5,1689508.59,27.0,189,810,21.26,183,2023-01-09,248,29,SUP_324,Refrigerated,0
MED_9623,Medicine_841,BATCH_438,Syrups,2023-06-09,2024-01-24,4897.0,176.9,1868614.01,51.0,357,1530,40.67,259,2023-06-06,342,32,SUP_874,Room Temp,0
MED_2895,Medicine_139,BATCH_489,Capsules,2023-12-09,2024-05-16,2463.0,397.46,98619.51,48.0,336,1440,22.71,379,2023-04-16,232,22,SUP_644,cool,Medium Risk
MED_7580,Medicine_429,BATCH_467,,2023-08-18,2024-12-14,3892.0,446.73,1199235.29,29.0,203,870,49.26,219,2023-08-06,290,7,SUP_295,Refrigerated,Low Risk
MED_7847,Medicine_183,BATCH_500,Syrups,2023-10-07,2024-12-17,4233.0,353.3,1134265.02,68.0,476,2040,24.03,285,2023-07-10,161,22,SUP_790,Room Temp,0
MED_4087,Medicine_860,BATCH_137,Tablets,2023-06-11,2024-02-05,3014.0,208.53,207438.74,36.0,252,1080,5.42,95,2023-02-01,103,31,SUP_320,,0 
MED_1990,Medicine_561,BATCH_950,INJ,2023-03-19,2024-09-11,4362.0,29.1,342751.65,39.0,273,1170,21.62,95,2023-11-02,340,14,SUP_990,room temp,NO
MED_4112,Medicine_995,BATCH_781,Capsules,2023-04-01,2024-09-18,855.0,171.64,136380.56,-50.0,686,2940,40.74,332,2023-04-20,304,29,SUP_585,Refrigerated,
MED_3191,Medicine_400,BATCH_763,Powders,2023-02-13,2024-04-08,3764.0,11.86,988907.21,28.0,196,840,39.82,304,2023-03-10,130,21,SUP_614,Cool Dry,
MED_3075,Medicine_273,BATCH_855,Powders,2023-01-16,2024-04-24,850.0,494.93,10701.82,80.0,560,2400,26.15,189,2023-10-26,96,21,SUP_660,Cool Dry,High Risk
MED_3467,Medicine_457,BATCH_899,Capsules ,2023-07-05,2024-10-06,1507.0,109.49,329519.04,94.0,658,2820,5.94,52,2023-12-19,281,33,SUP_468,Cool Dry,Medium Risk
MED_1867,Medicine_955,BATCH_866,Powders,2023-05-20,2024-04-01,1372.0,,123810.99,62.0,434,1860,42.93,418,2023-06-12,115,18,SUP_766,Cool Dry,Low Risk
MED_4470,Medicine_896,BATCH_353,Syrups,2023-06-27,2024-11-21,2404.0,469.48,502635.16,26.0,182,780,20.5,309,2023-02-21,8,22,,,low risk
MED_5140,Medicine_298,BATCH_217,Drops,2023-03-06,2024-04-20,4198.0,338.78,1208912.32,18.0,126,540,2.72,434,2023-09-15,330,23,SUP_174,Refrigerated,0
MED_7473,Medicine_156,BATCH_362,Syrups ,2023-07-05,2024-07-03,3411.0,155.48,78633.58,N/A,280,1200,35.96,274,2023-03-10,237,34,SUP_502,room temp,YES
MED_1650,Medicine_645,BATCH_724,Powders,2023-08-01,2024-12-17,453.0,368.85,159382.46,9.0,63,270,46.83,61,2023-02-03,161,6,SUP_413,Room Temp,low
MED_2617,Medicine_427,BATCH_245,injections,2023-12-02,2024-05-13,1486.0,447.58,202672.27,3.0,21,90,47.08,111,2023-01-07,122,30,SUP_711,cool,high risk
MED_2750,Medicine_394,BATCH_285,Sprays,2023-07-17,2024-02-20,740.0,121.6,202012.54,44.0,308,1320,33.98,472,2023-05-10,264,17,SUP_644,,NO
MED_1158,Medicine_611,BATCH_929,Capsules ,2023-03-19,2024-03-10,246.0,176.51,52984.02,47.0,329,1410,34.29,256,2023-12-18,153,16,SUP_701,Room Temp,1
MED_3744,Medicine_530,BATCH_288,Ointments,2023-06-18,2024-05-04,2335.0,251.08,125158.8,56.0,392,1680,32.47,72,2023-07-11,337,18,SUP_583,,low risk
MED_4537,Medicine_631,BATCH_199,Injections,2023-12-03,2024-05-03,4333.0,365.33,1172136.79,5.0,35,150,9.47,319,2023-11-08,291,26,SUP_283,cool,YES
MED_6098,Medicine_706,BATCH_525,INJ,2023-07-01,2024-12-16,1652.0,169.62,260596.37,36.0,252,1080,37.25,269,2023-12-11,155,28,SUP_359,cool,Medium Risk
MED_6148,Medicine_505,BATCH_188,Drops,2023-10-04,2024-09-05,328.0,Unknown,101092.27,2.0,14,60,16.34,82,2023-03-04,365,33,SUP_506,cool,low 
MED_1209,Medicine_438,BATCH_603,Sprays,2023-08-14,2024-05-08,3274.0,317.35,483607.09,38.0,266,1140,,375,2023-12-06,97,27,SUP_319,Cool Dry,low
MED_7449,Medicine_487,BATCH_481,Tablets,2023-02-16,2024-01-03,2670.0,499.64,642196.99,52.0,364,1560,41.6,477,2023-04-14,289,6,SUP_209,Refrigerated,high
MED_3661,Medicine_285,BATCH_377,injections,2023-06-20,2024-03-24,962.0,130.34,85935.55,94.0,658,2820,40.59,357,2023-08-04,213,25,SUP_720,Room Temp,1
MED_9858,Medicine_286,BATCH_245,Capsules ,2023-02-19,2024-08-07,4715.0,296.31,745886.46,45.0,315,1350,34.21,149,2023-03-18,199,24,SUP_730,cool,
MED_8604,Medicine_785,BATCH_625,Syrups,2023-09-12,2024-01-13,2096.0,136.19,1010805.18,95.0,665,2850,41.83,186,2023-11-19,-10,26,,,1
MED_3835,Medicine_125,BATCH_884,Injections,2023-04-11,2024-06-09,3571.0,65.57,1469665.29,55.0,385,1650,10.24,354,2023-10-05,46,14,SUP_524,,Low Risk
MED_4835,Medicine_722,BATCH_980,Drops,2023-10-05,2024-11-01,1870.0,279.38,190734.09,67.0,469,2010,47.75,113,2023-05-02,141,29,SUP_612,Room Temp,1
MED_7924,Medicine_618,BATCH_378,Powders,2023-10-10,2024-11-06,4354.0,312.33,1629846.47,41.0,287,1230,37.07,185,2023-04-23,142,14,SUP_651,,Medium Risk
MED_8360,Medicine_308,BATCH_580,Injections,2023-11-16,2024-05-19,1711.0,161.27,183809.95,31.0,217,930,48.46,432,2023-09-22,31,12,SUP_171,Ref,1
MED_6154,Medicine_429,BATCH_313,Inhalers,2023-01-25,2024-04-04,,64.09,92732.87,11.0,77,330,12.05,340,2023-01-17,103,7,SUP_266,,Medium Risk
MED_8580,Medicine_877,BATCH_740,injections,2023-08-11,2024-06-24,2739.0,50.92,515838.72,2.0,14,60,,122,2023-06-11,204,16,SUP_643,cool,Medium Risk
MED_1034,Medicine_163,BATCH_105,Capsules ,2023-12-23,2024-12-06,3357.0,468.76,1263970.64,2.0,14,60,Low,149,2023-09-13,96,33,SUP_198,Room Temp,high
MED_1769,Medicine_296,BATCH_854,Ointments,2023-05-27,2024-11-13,2178.0,34.3,350552.72,83.0,581,2490,12.24,195,2023-04-07,29,16,SUP_296,Ref,
MED_8963,Medicine_192,BATCH_494,Sprays,2023-02-16,2024-08-04,1425.0,143.13,143622.1,69.0,483,2070,47.28,146,2023-10-13,109,36,SUP_951,Cool Dry,low risk
MED_2404,Medicine_456,BATCH_932,Powders,2023-12-11,2024-05-16,4511.0,328.02,1339108.11,50.0,350,1500,37.86,260,2023-05-19,119,29,SUP_328,Room Temp,low
MED_4954,Medicine_803,BATCH_548,Drops,2023-09-28,2024-09-08,4614.0,202.02,2010675.15,46.0,322,1380,13.48,252,2023-10-27,241,35,SUP_664,Room Temp,NO
MED_1282,Medicine_876,BATCH_586,Powders,2023-05-16,2024-12-04,3664.0,258.74,356738.31,65.0,455,1950,47.94,125,2023-06-28,339,27,SUP_655,Ref,high risk
MED_4833,Medicine_426,BATCH_534,injections,2023-11-22,2024-03-28,1358.0,90.44,230484.09,,392,1680,27.92,144,2023-12-03,194,22,,Refrigerated,high
MED_8036,Medicine_181,BATCH_436,Powders,2023-09-21,2024-04-01,2691.0,473.82,54192.81,22.0,154,660,6.49,433,2023-12-09,86,27,SUP_399,Ref,low risk
MED_6698,Medicine_460,BATCH_264,Powders,2023-02-05,2024-12-09,2879.0,,125193.74,3.0,21,90,40.98,440,2023-01-17,111,28,SUP_296,Refrigerated,Medium Risk
MED_5195,Medicine_504,BATCH_120,Capsules,2023-09-16,2024-06-04,,499.57,334081.26,45.0,315,1350,0.96,368,2023-06-27,362,26,SUP_627,Ref,low risk
MED_5349,Medicine_743,BATCH_828,Drops,2023-07-12,2024-07-22,4487.0,104.66,725607.69,37.0,259,1110,46.47,239,2023-05-11,130,8,SUP_822,,1
MED_1074,Medicine_535,BATCH_806,Injections,2023-02-02,2024-10-22,1069.0,33.78,423131.04,49.0,343,1470,36.28,448,2023-07-16,-10,36,SUP_528,,YES
MED_1798,Medicine_186,BATCH_617,injections,2023-04-08,2024-03-26,1498.0,,737044.17,99.0,693,2970,37.7,242,2023-03-13,327,15,SUP_459,room temp,High Risk
MED_6225,Medicine_326,BATCH_296,Tablets,2023-10-15,2024-05-25,4403.0,218.32,567252.37,3.0,21,90,39.11,182,2023-07-13,66,33,SUP_748,Cool Dry,NO
MED_2264,Medicine_252,BATCH_941,injections,2023-11-13,2024-01-02,99999.0,212.17,448742.66,,0,0,19.52,473,2023-01-19,222,8,SUP_391,cool,NO
MED_3346,Medicine_491,BATCH_901,injections,2023-03-05,2024-10-17,1767.0,57.43,583414.82,37.0,259,1110,43.04,370,2023-03-11,130,17,SUP_637,room temp,Medium Risk
MED_1348,Medicine_239,BATCH_909,Syrups ,2023-01-17,2024-06-17,879.0,13.33,85096.75,75.0,525,2250,48.7,409,2023-05-16,5,17,SUP_277,Ref,0
MED_3388,Medicine_432,BATCH_371,Ointments,2023-08-16,2024-07-18,3360.0,288.75,621573.28,68.0,476,2040,38.3,284,2023-04-10,47,6,SUP_712,Refrigerated,low
MED_5753,Medicine_803,BATCH_760,Inhalers,2023-08-22,2024-08-08,2726.0,83.34,268323.37,46.0,322,1380,44.17,84,2023-04-05,339,28,SUP_167,cool,NO
MED_1897,Medicine_107,BATCH_309,Sprays,2023-05-02,2024-04-13,4316.0,473.21,1665981.47,85.0,595,2550,38.21,198,2023-06-04,3,21,SUP_864,room temp,Medium Risk
MED_4892,Medicine_962,BATCH_891,Tablets ,2023-10-04,2024-05-25,3069.0,116.69,890199.49,75.0,525,2250,18.04,354,2023-06-14,308,32,SUP_224,Room Temp ,Medium Risk
MED_3006,Medicine_229,BATCH_951,Lotions,2023-12-18,2024-11-08,4622.0,,251105.29,95.0,665,2850,43.99,79,2023-08-25,170,30,SUP_712,room temp,high
MED_4420,Medicine_842,BATCH_548,injections,2023-10-18,2024-01-03,2200.0,281.33,982609.34,78.0,546,2340,24.41,366,2023-12-01,48,21,SUP_984,room temp,1
MED_2322,Medicine_101,BATCH_822,Capsules,2023-04-21,2024-04-24,1226.0,326.83,491813.27,68.0,476,2040,29.41,350,2023-06-04,71,35,SUP_753,Refrigerated,0
MED_2425,Medicine_371,BATCH_245,Injections,2023-01-08,2024-04-15,1272.0,115.8,307077.38,71.0,497,2130,22.48,140,2023-08-27,291,13,SUP_692,Cool Dry,0
MED_5905,Medicine_472,BATCH_746,Inhalers,2023-10-13,2024-05-07,3410.0,331.06,1529320.72,2.0,14,60,24.65,114,2023-01-01,298,19,SUP_134,Room Temp,high
MED_2050,Medicine_652,BATCH_965,Capsules ,2023-01-02,2024-05-10,4757.0,319.81,70188.04,46.0,322,1380,37.82,68,2023-04-01,255,36,SUP_897,Ref,YES
MED_6485,Medicine_305,BATCH_726,injections,2023-07-20,2024-10-26,488.0,305.9,134416.29,37.0,259,1110,49.75,57,2023-09-25,133,35,SUP_786,Refrigerated,low
MED_7256,Medicine_614,BATCH_640,injections,2023-08-25,2024-05-25,4672.0,483.47,1916812.78,56.0,392,1680,40.06,120,2023-05-02,328,21,SUP_995,Refrigerated,0
MED_9525,Medicine_106,BATCH_524,Inhalers,2023-08-12,2024-08-23,84.0,459.48,20517.85,79.0,553,2370,30.32,320,2023-04-23,169,19,SUP_304,cool,Medium Risk
MED_5020,Medicine_662,BATCH_859,Capsules ,2023-06-02,2024-02-13,2907.0,370.49,383954.01,53.0,371,1590,30.57,260,2023-09-25,151,20,SUP_806,Room Temp,0
MED_9050,Medicine_299,BATCH_417,Tablets ,2023-12-18,2024-01-26,3555.0,351.39,1333263.34,51.0,357,1530,22.96,113,2023-01-15,53,20,SUP_625,Room Temp,low
MED_5396,Medicine_912,BATCH_283,Capsules ,2023-03-05,2024-05-06,3881.0,475.11,523036.48,37.0,259,1110,19.58,449,2023-12-19,326,20,SUP_663,Room Temp,Low Risk
MED_9815,Medicine_874,BATCH_928,Syrups,2023-07-24,2024-10-24,2144.0,449.39,954956.29,90.0,630,2700,3.48,274,2023-03-03,332,13,SUP_591,Room Temp,Medium Risk
MED_7762,Medicine_855,BATCH_761,Ointments,2023-04-24,2024-09-25,147.0,84.43,7308.6,91.0,637,2730,9.48,305,2023-02-13,267,16,SUP_553,Room Temp,High Risk
MED_2443,Medicine_823,BATCH_195,injections,2023-11-02,2024-12-18,1196.0,31.26,500995.81,79.0,553,2370,48.4,141,2023-10-22,126,24,SUP_841,Refrigerated,YES
MED_9207,Medicine_965,BATCH_917,Lotions,2023-12-19,2024-10-21,622.0,204.43,134036.12,88.0,616,2640,23.27,355,2023-10-12,60,8,SUP_870,Room Temp,high risk
MED_9096,Medicine_543,BATCH_858,Injections,2023-10-14,2024-08-15,2471.0,296.2,82389.66,86.0,602,2580,28.95,288,2023-07-08,225,20,SUP_449,Refrigerated,
MED_5861,Medicine_610,BATCH_370,Capsules,2023-07-01,2024-10-06,4613.0,62.35,171912.45,9999.0,308,1320,9.08,50,2023-03-04,172,22,SUP_480,,high risk
MED_5365,Medicine_170,BATCH_244,Tablets,2023-05-08,2024-05-21,3114.0,116.27,254607.38,17.0,119,510,40.93,482,2023-07-05,267,29,SUP_356,Ref,High Risk
MED_1278,Medicine_956,BATCH_636,Capsules ,2023-04-15,2024-11-21,4115.0,337.0,497293.13,54.0,378,1620,19.42,265,2023-03-06,98,6,SUP_523,Cool Dry,high
MED_9432,Medicine_244,BATCH_585,Inhalers,2023-02-14,2024-12-03,2285.0,404.34,930815.38,60.0,420,1800,4.13,444,2023-12-25,36,7,SUP_364,Refrigerated,High Risk
MED_8270,Medicine_893,BATCH_191,Sprays,2023-08-23,,4818.0,222.58,2147338.77,94.0,658,2820,26.74,252,2023-11-07,66,20,SUP_573,Refrigerated,low risk
MED_4881,Medicine_171,BATCH_141,Injections,2023-04-27,2024-05-15,3256.0,126.98,1083708.96,,147,630,12.33,236,2023-03-10,85,6,SUP_721,Ref,0
MED_3487,Medicine_819,BATCH_302,Syrups ,2023-11-09,2024-11-09,702.0,13.54,55908.93,23.0,161,690,20.76,170,2023-03-23,86,25,SUP_225,room temp,Low Risk
MED_7110,Medicine_886,BATCH_963,Inhalers,2023-11-07,2024-09-10,4464.0,185.87,116562.35,61.0,427,1830,2.72,99,2023-06-22,210,13,SUP_656,Cool Dry,low
MED_3954,Medicine_430,BATCH_921,Tablets,2023-08-25,2024-08-28,2206.0,270.44,752031.88,38.0,266,1140,12.02,122,2023-05-06,108,15,SUP_624,Room Temp,NO
MED_5210,Medicine_922,BATCH_489,Syrups,2023-09-13,2024-10-24,3185.0,279.39,468202.46,98.0,686,2940,4.14,215,2023-12-16,32,14,SUP_206,Ref,1
MED_7458,Medicine_696,BATCH_452,INJ,2023-02-22,2024-11-22,3497.0,340.08,1050060.98,8.0,56,240,25.34,448,2023-06-25,121,29,SUP_378,Ref,1
MED_2499,Medicine_462,BATCH_337,Ointments,2023-03-05,2024-10-27,1695.0,179.82,598660.61,17.0,119,510,11.63,345,2023-06-18,358,29,SUP_198,cool,low risk
MED_7836,Medicine_600,BATCH_234,Ointments,2023-07-24,2024-05-16,3635.0,309.73,1635166.58,31.0,217,930,22.53,139,2023-01-12,256,9,SUP_424,room temp,High Risk
MED_4817,Medicine_322,BATCH_890,Capsules ,2023-05-06,2024-07-09,1710.0,23.38,752472.54,,175,750,47.22,113,2023-07-01,227,33,SUP_861,,YES
MED_7690,Medicine_877,BATCH_958,Sprays,2023-09-04,2024-01-18,1321.0,490.78,412923.67,14.0,98,420,13.63,462,2023-04-06,40,32,SUP_370,room temp,low risk
MED_6485,Medicine_331,BATCH_155,Sprays,2023-02-11,2024-05-08,1139.0,69.52,389166.91,85.0,595,2550,43.43,89,2023-02-25,339,20,SUP_828,Room Temp,Medium Risk
MED_3535,Medicine_573,BATCH_909,Injections,2023-01-03,2024-10-02,4496.0,208.35,1380683.74,,231,990,34.7,380,2023-12-07,247,28,SUP_205,room temp,Low Risk
MED_5641,Medicine_489,BATCH_574,Sprays,2023-07-09,2024-11-03,4804.0,496.95,301744.73,,385,1650,27.19,442,2023-11-27,181,18,SUP_667,room temp,
MED_8893,Medicine_134,BATCH_718,Tablets ,2023-07-06,2024-10-02,93.0,426.85,4412.08,38.0,266,1140,13.89,294,2023-06-12,328,29,SUP_949,Cool Dry,low
MED_8335,Medicine_573,BATCH_786,Capsules,2023-12-19,2024-09-18,1398.0,432.7,533887.31,59.0,413,1770,4.44,307,2023-12-06,149,27,SUP_691,Ref,High Risk
MED_7333,Medicine_390,BATCH_358,Ointments,2023-06-04,2024-09-22,TBD,173.35,810081.61,8.0,56,240,7.07,229,2023-05-21,357,27,SUP_501,Cool Dry,1
MED_5362,Medicine_949,BATCH_230,Inhalers,2023-07-15,2024-08-27,4019.0,293.19,1671382.46,50.0,350,1500,34.09,107,2023-03-23,97,27,SUP_900,,YES
MED_5034,Medicine_550,BATCH_283,Syrup ,2023-04-05,2024-12-25,4821.0,436.1,1540338.74,21.0,147,630,6.29,333,2023-11-03,77,19,SUP_742,Room Temp,
MED_5230,Medicine_751,BATCH_954,injections,2023-12-16,2024-03-15,889.0,238.54,62723.65,29.0,203,870,20.71,432,2023-11-25,111,35,SUP_774,Cool Dry,YES
MED_4000,Medicine_248,BATCH_488,Tablets ,2023-01-17,2024-12-18,4386.0,440.79,917125.68,53.0,371,1590,49.86,352,2023-03-12,330,36,SUP_548,room temp,NO
MED_6412,Medicine_979,BATCH_433,Syrups,2023-11-19,2024-08-17,4104.0,495.52,1243824.2,15.0,105,450,17.32,496,2023-04-13,296,23,SUP_909,Room Temp,0
MED_2588,Medicine_410,BATCH_443,Capsules,2023-01-19,2024-06-19,4433.0,155.37,1844722.36,43.0,301,1290,21.89,177,2023-07-14,-10,15,SUP_793,room temp,Medium Risk
MED_5668,Medicine_661,BATCH_557,Sprays,2023-04-25,2024-07-05,304.0,256.86,63025.36,71.0,497,2130,10.7,279,2023-09-21,284,19,SUP_819,Room Temp,1
MED_1943,Medicine_787,BATCH_414,INJ,2023-02-23,2024-10-15,4342.0,208.9,2089856.77,83.0,581,2490,16.61,497,2023-05-02,286,23,SUP_669,cool,high
MED_4361,Medicine_771,BATCH_830,Inhalers,2023-01-18,2024-08-08,3756.0,271.92,191589.89,79.0,553,2370,18.8,294,2023-11-12,30,20,SUP_674,Cool Dry,YES
MED_7723,Medicine_945,BATCH_658,Sprays,2023-12-23,2024-05-16,936.0,90.43,107707.35,85.0,595,2550,26.87,331,2023-04-01,38,17,SUP_402,Cool Dry,high risk
MED_2977,Medicine_301,BATCH_121,Powders,2023-04-13,2024-03-16,133.0,456.13,47908.66,7.0,49,210,13.87,423,2023-12-03,132,7,SUP_790,room temp,0
MED_8529,Medicine_916,BATCH_389,Drops,2023-04-12,2024-07-08,2900.0,182.34,98213.91,15.0,105,450,17.85,267,2023-08-24,136,34,SUP_929,Ref,0
MED_2480,Medicine_549,BATCH_478,Injections,2023-04-05,2024-11-25,4738.0,390.5,1156332.13,21.0,147,630,8.94,467,2023-01-15,24,8,SUP_755,cool,Medium Risk
MED_3352,Medicine_370,BATCH_234,Injections,2023-10-19,2024-03-16,4813.0,255.01,1864604.02,81.0,567,2430,19.51,76,2023-10-04,349,23,SUP_998,cool,low risk
MED_5480,Medicine_650,BATCH_783,Capsules ,2023-01-05,,3527.0,238.18,593468.45,11.0,77,330,37.97,281,2023-02-18,178,31,SUP_216,Ref,0
MED_8560,Medicine_880,BATCH_211,Syrups,2023-03-06,2024-12-28,2103.0,166.19,153538.81,28.0,196,840,44.69,227,2023-12-16,265,8,SUP_391,cool,Low Risk
MED_3404,Medicine_703,BATCH_668,Ointments,2023-03-08,2024-08-25,3724.0,199.93,1144313.47,75.0,525,2250,11.55,190,2023-12-17,339,35,SUP_969,room temp,0
